A,Agilent Technologies, Inc. Comm,NYQ
B,Barnes Group, Inc. Common Stock,NYQ
C,Citigroup, Inc. Common Stock,NYQ
D,Dominion Resources, Inc. Common,NYQ
E,ENI S.p.A. Common Stock,NYQ
F,Ford Motor Company Common Stock,NYQ
G,Genpact Limited Common Stock,NYQ
H,Hyatt Hotels Corporation Class ,NYQ
I,Intelsat S.A. Common Shares,NYQ
J,N/A,N/A
K,Kellogg Company Common Stock,NYQ
L,Loews Corporation Common Stock,NYQ
M,Macy's Inc Common Stock,NYQ
N,Netsuite Inc,NYQ
O,Realty Income Corporation Commo,NYQ
P,Pandora Media, Inc. Common Stoc,NYQ
Q,Quintiles IMS Holdings, Inc. Co,NYQ
R,Ryder System, Inc. Common Stock,NYQ
S,Sprint Corporation Common Stock,NYQ
T,AT&T Inc.,NYQ
U,N/A,N/A
V,Visa Inc.,NYQ
W,Wayfair Inc. Class A Common Sto,NYQ
X,United States Steel Corporation,NYQ
Y,Alleghany Corporation Common St,NYQ
Z,Zillow Group, Inc.,NMS
AA,Alcoa Corporation Common Stock ,NYQ
AB,AllianceBernstein Holding L.P. ,NYQ
AC,Associated Capital Group, Inc. ,NYQ
AD,N/A,N/A
AE,Adams Resources & Energy, Inc. ,ASE
AF,Astoria Financial Corporation C,NYQ
AG,First Majestic Silver Corp. Ord,NYQ
AH,N/A,N/A
AI,Arlington Asset Investment Corp,NYQ
AJ,N/A,N/A
AK,N/A,N/A
AL,Air Lease Corporation Class A C,NYQ
AM,Antero Midstream Partners LP Co,NYQ
AN,AutoNation, Inc. Common Stock,NYQ
AO,N/A,N/A
AP,Ampco-Pittsburgh Corporation Co,NYQ
AQ,N/A,N/A
AR,Antero Resources Corporation Co,NYQ
AS,N/A,N/A
AT,Atlantic Power Corporation Ordi,NYQ
AU,AngloGold Ashanti Limited Commo,NYQ
AV,Aviva plc Unsponsored ADR (UK),NYQ
AW,N/A,N/A
AX,N/A,PCX
AY,N/A,N/A
AZ,N/A,N/A
BA,Boeing Company (The) Common Sto,NYQ
BB,N/A,N/A
BC,Brunswick Corporation Common St,NYQ
BD,N/A,N/A
BE,N/A,N/A
BF,N/A,N/A
BG,Bunge Limited Bunge Limited,NYQ
BH,Biglari Holdings Inc.,NYQ
BI,N/A,N/A
BJ,N/A,N/A
BK,Bank of New York Mellon Corpora,NYQ
BL,BLACKLINE, INC.,NMS
BM,N/A,N/A
BN,N/A,N/A
BO,N/A,N/A
BP,BP p.l.c. Common Stock,NYQ
BQ,N/A,N/A
BR,Broadridge Financial Solutions,,NYQ
BS,N/A,N/A
BT,BT Group plc American Depositar,NYQ
BU,N/A,N/A
BV,Bazaarvoice, Inc.,NMS
BW,Babcock & Wilcox Enterprises, I,NYQ
BX,The Blackstone Group L.P. Commo,NYQ
BY,N/A,N/A
BZ,N/A,NYQ
CA,CA Inc.,NMS
CB,D/B/A Chubb Limited New Common ,NYQ
CC,Chemours Company (The) Common S,NYQ
CD,N/A,N/A
CE,Celanese Corporation Celanese C,NYQ
CF,CF Industries Holdings, Inc. Co,NYQ
CG,The Carlyle Group L.P.,NMS
CH,Aberdeen Chile Fund, Inc. (The),ASE
CI,Cigna Corporation Common Stock,NYQ
CJ,N/A,N/A
CK,N/A,N/A
CL,Colgate-Palmolive Company Commo,NYQ
CM,Canadian Imperial Bank of Comme,NYQ
CN,Deutsche X-trackers MSCI All Ch,PCX
CO,China Cord Blood Corporation Co,NYQ
CP,Canadian Pacific Railway Limite,NYQ
CQ,N/A,N/A
CR,Crane Company Common Stock,NYQ
CS,Credit Suisse Group American De,NYQ
CT,N/A,N/A
CU,First Trust ISE Global Copper I,NGM
CV,N/A,N/A
CW,Curtiss-Wright Corporation Comm,NYQ
CX,Cemex, S.A.B. de C.V. Sponsored,NYQ
CY,Cypress Semiconductor Corporati,NMS
CZ,N/A,N/A
DA,N/A,N/A
DB,Deutsche Bank AG Common Stock,NYQ
DC,N/A,N/A
DD,E.I. du Pont de Nemours and Com,NYQ
DE,Deere & Company Common Stock,NYQ
DF,Dean Foods Company Common Stock,NYQ
DG,Dollar General Corporation Comm,NYQ
DH,N/A,N/A
DI,PIMCO Diversified Income Active,PCX
DJ,N/A,N/A
DK,Delek US Holdings, Inc. Common ,NYQ
DL,China Distance Education Holdin,NYQ
DM,Dominion Midstream Partners, LP,NYQ
DN,N/A,N/A
DO,Diamond Offshore Drilling, Inc.,NYQ
DP,N/A,N/A
DQ,DAQO New Energy Corp. American ,NYQ
DR,N/A,PCX
DS,N/A,N/A
DT,N/A,N/A
DU,N/A,N/A
DV,DeVry Education Group Inc. Comm,NYQ
DW,Drew Industries Incorporated Co,NYQ
DX,Dynex Capital, Inc. Common Stoc,NYQ
DY,Dycom Industries, Inc. Common S,NYQ
DZ,N/A,N/A
EA,Electronic Arts Inc.,NMS
EB,N/A,N/A
EC,Ecopetrol S.A. American Deposit,NYQ
ED,Consolidated Edison, Inc. Commo,NYQ
EE,El Paso Electric Company Common,NYQ
EF,N/A,N/A
EG,N/A,N/A
EH,N/A,N/A
EI,N/A,N/A
EJ,E-House (China) Holdings Limite,NYQ
EK,N/A,N/A
EL,Estee Lauder Companies, Inc. (T,NYQ
EM,N/A,N/A
EN,N/A,N/A
EO,N/A,N/A
EP,N/A,N/A
EQ,N/A,N/A
ER,N/A,N/A
ES,Eversource Energy (D/B/A) Commo,NYQ
ET,N/A,N/A
EU,WisdomTree Euro Debt  Fund,PCX
EV,Eaton Vance Corporation Common ,NYQ
EW,Edwards Lifesciences Corporatio,NYQ
EX,N/A,N/A
EY,N/A,N/A
EZ,N/A,N/A
FA,N/A,N/A
FB,Facebook, Inc.,NMS
FC,Franklin Covey Company Common S,NYQ
FD,N/A,N/A
FE,FirstEnergy Corporation Common ,NYQ
FF,FutureFuel Corp.  Common shares,NYQ
FG,N/A,N/A
FH,FORM Holdings Corp.,NCM
FI,Frank's International N.V. Comm,NYQ
FJ,N/A,N/A
FK,N/A,N/A
FL,Foot Locker, Inc.,NYQ
FM,iShares MSCI Frontier 100 Fund,PCX
FN,Fabrinet Ordinary Shares,NYQ
FO,N/A,N/A
FP,N/A,N/A
FQ,N/A,N/A
FR,First Industrial Realty Trust, ,NYQ
FS,N/A,N/A
FT,Franklin Universal Trust Common,NYQ
FU,N/A,N/A
FV,First Trust Dorsey Wright Focus,NGM
FW,N/A,N/A
FX,N/A,N/A
FY,N/A,N/A
FZ,N/A,NYQ
GA,N/A,NYQ
GB,Greatbatch, Inc.,NYQ
GC,N/A,N/A
GD,General Dynamics Corporation Co,NYQ
GE,General Electric Company Common,NYQ
GF,New Germany Fund, Inc. (The) Co,NYQ
GG,Goldcorp Inc. Common Stock,NYQ
GH,N/A,N/A
GI,EndoChoice Holdings, Inc.,NYQ
GJ,N/A,N/A
GK,G&K Services, Inc.,NMS
GL,N/A,N/A
GM,General Motors Company Common S,NYQ
GN,N/A,N/A
GO,N/A,N/A
GP,N/A,N/A
GQ,N/A,N/A
GR,N/A,N/A
GS,Goldman Sachs Group, Inc. (The),NYQ
GT,The Goodyear Tire & Rubber Comp,NMS
GU,N/A,N/A
GV,Goldfield Corporation (The) Com,ASE
GW,N/A,N/A
GX,N/A,N/A
GY,N/A,NYQ
GZ,N/A,N/A
HA,Hawaiian Holdings, Inc.,NMS
HB,N/A,N/A
HC,N/A,N/A
HD,Home Depot, Inc. (The) Common S,NYQ
HE,Hawaiian Electric Industries, I,NYQ
HF,HFF, Inc. Common Stock, Class A,NYQ
HG,N/A,N/A
HH,Hooper Holmes, Inc. Common Stoc,ASE
HI,Hillenbrand Inc Common Stock,NYQ
HJ,N/A,N/A
HK,Halcon Resources Corporation Co,NYQ
HL,Hecla Mining Company Common Sto,NYQ
HM,N/A,N/A
HN,N/A,N/A
HO,N/A,N/A
HP,Helmerich & Payne, Inc. Common ,NYQ
HQ,N/A,N/A
HR,Healthcare Realty Trust Incorpo,NYQ
HS,N/A,N/A
HT,Hersha Hospitality Trust Class ,NYQ
HU,N/A,N/A
HV,N/A,N/A
HW,Headwaters Incorporated Common ,NYQ
HX,N/A,N/A
HY,Hyster-Yale Materials Handling,,NYQ
HZ,N/A,N/A
IA,N/A,N/A
IB,N/A,N/A
IC,N/A,N/A
ID,N/A,N/A
IE,N/A,N/A
IF,Aberdeen Indonesia Fund, Inc. (,ASE
IG,IGI, Laboratories Inc. Common S,ASE
IH,N/A,N/A
II,N/A,N/A
IJ,N/A,N/A
IK,N/A,N/A
IL,IntraLinks Holdings, Inc. Commo,NYQ
IM,Ingram Micro Inc.,NYQ
IN,N/A,N/A
IO,Ion Geophysical Corporation Com,NYQ
IP,International Paper Company Com,NYQ
IQ,N/A,N/A
IR,Ingersoll-Rand plc (Ireland),NYQ
IS,N/A,N/A
IT,Gartner, Inc. Common Stock,NYQ
IU,N/A,N/A
IV,N/A,N/A
IW,N/A,N/A
IX,Orix Corp Ads Common Stock,NYQ
IY,N/A,N/A
IZ,N/A,N/A
JA,N/A,N/A
JB,N/A,N/A
JC,N/A,N/A
JD,JD.com, Inc. - American Deposit,NMS
JE,Just Energy Group, Inc. Ordinar,NYQ
JF,N/A,N/A
JG,N/A,N/A
JH,N/A,N/A
JI,N/A,N/A
JJ,N/A,N/A
JK,N/A,N/A
JL,N/A,N/A
JM,N/A,N/A
JN,N/A,N/A
JO,iPath Bloomberg Coffee Subindex,PCX
JP,Jupai Holdings Limited American,NYQ
JQ,N/A,N/A
JR,N/A,N/A
JS,N/A,N/A
JT,N/A,N/A
JU,N/A,N/A
JV,N/A,N/A
JW,N/A,N/A
JX,N/A,N/A
JY,N/A,N/A
JZ,N/A,N/A
KA,N/A,N/A
KB,KB Financial Group Inc,NYQ
KC,N/A,N/A
KD,N/A,N/A
KE,Kimball Electronics, Inc.,NMS
KF,Korea Fund, Inc. (The) New Comm,NYQ
KG,N/A,N/A
KH,N/A,N/A
KI,N/A,N/A
KJ,N/A,N/A
KK,N/A,N/A
KL,N/A,N/A
KM,N/A,N/A
KN,Knowles Corporation Common Stoc,NYQ
KO,Coca-Cola Company (The) Common ,NYQ
KP,N/A,N/A
KQ,N/A,N/A
KR,Kroger Company (The) Common Sto,NYQ
KS,KapStone Paper and Packaging Co,NYQ
KT,KT Corporation Common Stock,NYQ
KU,N/A,N/A
KV,N/A,N/A
KW,Kennedy-Wilson Holdings Inc. Co,NYQ
KX,N/A,N/A
KY,N/A,N/A
KZ,KongZhong Corporation - America,NMS
LA,N/A,N/A
LB,L Brands, Inc.,NYQ
LC,LendingClub Corporation Common ,NYQ
LD,iPath Bloomberg Lead Subindex T,PCX
LE,Lands' End, Inc.,NCM
LF,Leapfrog Enterprises Inc,NYQ
LG,SPIRE INC,NYQ
LH,Laboratory Corporation of Ameri,NYQ
LI,N/A,N/A
LJ,N/A,N/A
LK,N/A,N/A
LL,Lumber Liquidators Holdings, In,NYQ
LM,Legg Mason, Inc. Common Stock,NYQ
LN,LINE Corporation American Depos,NYQ
LO,N/A,NYQ
LP,N/A,N/A
LQ,La Quinta Holdings Inc. Common ,NYQ
LR,N/A,N/A
LS,N/A,N/A
LT,N/A,N/A
LU,N/A,N/A
LV,N/A,N/A
LW,Lamb Weston Holdings, Inc. Comm,NYQ
LX,N/A,N/A
LY,N/A,N/A
LZ,N/A,N/A
MA,Mastercard Incorporated Common ,NYQ
MB,MINDBODY, Inc.,NGM
MC,Moelis & Company Class A Common,NYQ
MD,Mednax, Inc. Common Stock,NYQ
ME,N/A,N/A
MF,N/A,NYQ
MG,Mistras Group Inc Common Stock,NYQ
MH,N/A,N/A
MI,N/A,N/A
MJ,N/A,N/A
MK,N/A,N/A
ML,N/A,N/A
MM,N/A,NYQ
MN,Manning & Napier, Inc. Class A ,NYQ
MO,Altria Group, Inc.,NYQ
MP,N/A,N/A
MQ,N/A,N/A
MR,N/A,NYQ
MS,Morgan Stanley Common Stock,NYQ
MT,Arcelor Mittal NY Registry Shar,NYQ
MU,Micron Technology, Inc.,NMS
MV,N/A,N/A
MW,N/A,NYQ
MX,MagnaChip Semiconductor Corpora,NYQ
MY,China Ming Yang Wind Power Grou,NYQ
MZ,N/A,N/A
NA,N/A,N/A
NB,N/A,N/A
NC,NACCO Industries, Inc. Common S,NYQ
ND,N/A,N/A
NE,Noble Corporation Ordinary Shar,NYQ
NF,N/A,N/A
NG,Novagold Resources Inc.,ASE
NH,NantHealth, Inc.,NMS
NI,NiSource Inc Common Stock,NYQ
NJ,Nidec Corporation (Nihon Densan,NYQ
NK,NantKwest, Inc.,NMS
NL,NL Industries, Inc. Common Stoc,NYQ
NM,Navios Maritime Holdings Inc. C,NYQ
NN,N/A,N/A
NO,N/A,N/A
NP,Neenah Paper, Inc. Common Stock,NYQ
NQ,NQ Mobile Inc. American Deposit,NYQ
NR,Newpark Resources, Inc. Common ,NYQ
NS,Nustar Energy L.P.  Common Unit,NYQ
NT,N/A,N/A
NU,N/A,NYQ
NV,N/A,N/A
NW,N/A,N/A
NX,Quanex Building Products Corpor,NYQ
NY,iShares NYSE 100 ETF,PCX
NZ,N/A,N/A
OA,Orbital ATK, Inc. Common Stock,NYQ
OB,OneBeacon Insurance Group, Ltd.,NYQ
OC,Owens Corning Inc Common Stock ,NYQ
OD,N/A,N/A
OE,N/A,N/A
OF,N/A,N/A
OG,N/A,N/A
OH,N/A,N/A
OI,Owens-Illinois, Inc. Common Sto,NYQ
OJ,N/A,N/A
OK,N/A,N/A
OL,N/A,N/A
OM,N/A,N/A
ON,ON Semiconductor Corporation,NMS
OO,N/A,N/A
OP,N/A,N/A
OQ,N/A,N/A
OR,Osisko Gold Royalties Ltd Commo,NYQ
OS,N/A,N/A
OT,N/A,N/A
OU,N/A,N/A
OV,N/A,N/A
OW,N/A,N/A
OX,N/A,N/A
OY,N/A,N/A
OZ,N/A,N/A
PA,N/A,N/A
PB,Prosperity Bancshares, Inc. Com,NYQ
PC,N/A,N/A
PD,N/A,N/A
PE,Parsley Energy, Inc. Class A Co,NYQ
PF,Pinnacle Foods, Inc. Common Sto,NYQ
PG,Procter & Gamble Company (The) ,NYQ
PH,Parker-Hannifin Corporation Com,NYQ
PI,Impinj, Inc.,NMS
PJ,N/A,N/A
PK,N/A,N/A
PL,N/A,NYQ
PM,Philip Morris International Inc,NYQ
PN,Patriot National, Inc. Common S,NYQ
PO,N/A,N/A
PP,N/A,N/A
PQ,Petroquest Energy Inc Common St,NYQ
PR,N/A,N/A
PS,N/A,N/A
PT,N/A,NYQ
PU,N/A,N/A
PV,N/A,N/A
PW,Power REIT (MD) Common Stock,ASE
PX,Praxair, Inc. Common Stock,NYQ
PY,Principal Shareholder Yield Ind,NGM
PZ,N/A,N/A
QA,N/A,N/A
QB,N/A,N/A
QC,N/A,N/A
QD,N/A,N/A
QE,N/A,N/A
QF,N/A,N/A
QG,N/A,N/A
QH,N/A,N/A
QI,N/A,N/A
QJ,N/A,N/A
QK,N/A,N/A
QL,N/A,N/A
QM,N/A,N/A
QN,N/A,N/A
QO,N/A,N/A
QP,N/A,N/A
QQ,N/A,N/A
QR,N/A,N/A
QS,N/A,N/A
QT,N/A,N/A
QU,N/A,N/A
QV,N/A,N/A
QW,N/A,N/A
QX,N/A,N/A
QY,N/A,N/A
QZ,N/A,N/A
RA,Brookfield Real Assets Income F,NYQ
RB,N/A,N/A
RC,N/A,N/A
RD,N/A,N/A
RE,Everest Re Group, Ltd. Common S,NYQ
RF,Regions Financial Corporation C,NYQ
RG,N/A,N/A
RH,Restoration Hardware Holdings I,NYQ
RI,N/A,N/A
RJ,N/A,N/A
RK,N/A,N/A
RL,Ralph Lauren Corporation Common,NYQ
RM,Regional Management Corp. Commo,NYQ
RN,N/A,N/A
RO,N/A,N/A
RP,RealPage, Inc.,NMS
RQ,N/A,N/A
RR,N/A,N/A
RS,Reliance Steel & Aluminum Co. C,NYQ
RT,Ruby Tuesday, Inc. Common Stock,NYQ
RU,N/A,N/A
RV,N/A,N/A
RW,N/A,N/A
RX,N/A,N/A
RY,Royal Bank Of Canada Common Sto,NYQ
RZ,N/A,PCX
SA,Seabridge Gold, Inc. Ordinary S,NYQ
SB,Safe Bulkers, Inc Common Stock ,NYQ
SC,Santander Consumer USA Holdings,NYQ
SD,SandRidge Energy, Inc. Common S,NYQ
SE,Spectra Energy Corp Common Stoc,NYQ
SF,Stifel Financial Corporation Co,NYQ
SG,N/A,N/A
SH,ProShares Short S&P500,PCX
SI,N/A,NYQ
SJ,N/A,N/A
SK,N/A,N/A
SL,N/A,N/A
SM,SM Energy Company Common Stock,NYQ
SN,Sanchez Energy Corporation Comm,NYQ
SO,Southern Company (The) Common S,NYQ
SP,SP Plus Corporation,NMS
SQ,Square, Inc. Class A Common Sto,NYQ
SR,Spire Inc. Common Stock,NYQ
SS,N/A,N/A
ST,Sensata Technologies Holding N.,NYQ
SU,Suncor Energy  Inc. Common Stoc,NYQ
SV,N/A,N/A
SW,N/A,N/A
SX,N/A,N/A
SY,N/A,N/A
SZ,N/A,N/A
TA,TravelCenters of America LLC,NMS
TB,N/A,N/A
TC,N/A,NYQ
TD,Toronto Dominion Bank (The) Com,NYQ
TE,TECO Energy, Inc.,NYQ
TF,N/A,N/A
TG,Tredegar Corporation Common Sto,NYQ
TH,N/A,N/A
TI,Telecom Italia S.P.A. New,NYQ
TJ,N/A,N/A
TK,Teekay Corporation Common Stock,NYQ
TL,N/A,N/A
TM,Toyota Motor Corporation Common,NYQ
TN,N/A,N/A
TO,N/A,N/A
TP,N/A,N/A
TQ,N/A,N/A
TR,Tootsie Roll Industries, Inc. C,NYQ
TS,Tenaris S.A. American Depositar,NYQ
TT,N/A,N/A
TU,Telus Corporation Ordinary Shar,NYQ
TV,Grupo Televisa S.A. Common Stoc,NYQ
TW,Towers Watson & Co.,NMS
TX,Ternium S.A. Ternium S.A. Ameri,NYQ
TY,Tri Continental Corporation Com,NYQ
TZ,N/A,N/A
UA,Under Armour, Inc. Class C Comm,NYQ
UB,N/A,N/A
UC,N/A,N/A
UD,N/A,N/A
UE,Urban Edge Properties Common Sh,NYQ
UF,N/A,N/A
UG,United-Guardian, Inc.,NGM
UH,N/A,N/A
UI,N/A,N/A
UJ,N/A,N/A
UK,Recon Capital FTSE 100 ETF,NMS
UL,Unilever PLC Common Stock,NYQ
UM,N/A,N/A
UN,Unilever NV Common Stock,NYQ
UO,N/A,N/A
UP,N/A,N/A
UQ,N/A,N/A
UR,N/A,N/A
US,N/A,N/A
UT,N/A,N/A
UU,N/A,N/A
UV,N/A,N/A
UW,N/A,N/A
UX,N/A,N/A
UY,N/A,N/A
UZ,N/A,N/A
VA,Virgin America Inc.,NMS
VB,Vanguard Small-Cap ETF - DNQ,PCX
VC,Visteon Corporation Common Stoc,NYQ
VD,N/A,N/A
VE,N/A,NYQ
VF,N/A,N/A
VG,Vonage Holdings Corp. Common St,NYQ
VH,N/A,N/A
VI,N/A,N/A
VJ,N/A,N/A
VK,N/A,N/A
VL,N/A,N/A
VM,N/A,N/A
VN,N/A,N/A
VO,Vanguard Mid-Cap ETF - DNQ,PCX
VP,N/A,N/A
VQ,N/A,N/A
VR,Validus Holdings, Ltd. Common S,NYQ
VS,N/A,N/A
VT,Vanguard Total World Stock Inde,PCX
VU,N/A,N/A
VV,Vanguard Large-Cap ETF - DNQ,PCX
VW,N/A,N/A
VX,N/A,N/A
VY,N/A,N/A
VZ,Verizon Communications Inc. Com,NYQ
WA,N/A,N/A
WB,Weibo Corporation - American De,NMS
WC,N/A,N/A
WD,Walker & Dunlop, Inc Common Sto,NYQ
WE,N/A,N/A
WF,Woori Bank American Depositary ,NYQ
WG,Willbros Group, Inc. (DE) Commo,NYQ
WH,N/A,N/A
WI,N/A,N/A
WJ,N/A,N/A
WK,Workiva Inc. Class A Common Sto,NYQ
WL,N/A,N/A
WM,Waste Management, Inc. Common S,NYQ
WN,N/A,N/A
WO,N/A,N/A
WP,N/A,N/A
WQ,N/A,N/A
WR,Westar Energy, Inc. Common Stoc,NYQ
WS,N/A,N/A
WT,N/A,N/A
WU,Western Union Company (The) Com,NYQ
WV,N/A,N/A
WW,N/A,N/A
WX,N/A,NYQ
WY,Weyerhaeuser Company Common Sto,NYQ
WZ,N/A,N/A
XA,N/A,N/A
XB,N/A,N/A
XC,N/A,N/A
XD,N/A,N/A
XE,N/A,N/A
XF,N/A,N/A
XG,N/A,N/A
XH,N/A,N/A
XI,N/A,N/A
XJ,N/A,N/A
XK,N/A,N/A
XL,XL Group Ltd.,NYQ
XM,N/A,N/A
XN,N/A,N/A
XO,N/A,N/A
XP,N/A,N/A
XQ,N/A,N/A
XR,N/A,N/A
XS,N/A,N/A
XT,iShares Exponential Technologie,PCX
XU,N/A,N/A
XV,N/A,N/A
XW,N/A,N/A
XX,N/A,N/A
XY,N/A,N/A
XZ,N/A,N/A
YA,N/A,N/A
YB,N/A,N/A
YC,N/A,N/A
YD,N/A,N/A
YE,N/A,N/A
YF,N/A,N/A
YG,N/A,N/A
YH,N/A,N/A
YI,N/A,N/A
YJ,N/A,N/A
YK,N/A,N/A
YL,N/A,N/A
YM,N/A,N/A
YN,N/A,N/A
YO,N/A,N/A
YP,N/A,N/A
YQ,N/A,N/A
YR,N/A,N/A
YS,N/A,N/A
YT,N/A,N/A
YU,N/A,N/A
YV,N/A,N/A
YW,N/A,N/A
YX,N/A,N/A
YY,YY Inc. - American Depositary S,NMS
YZ,N/A,N/A
ZA,N/A,NYQ
ZB,N/A,N/A
ZC,N/A,N/A
ZD,N/A,N/A
ZE,N/A,N/A
ZF,Zweig Fund, Inc. (The) Common S,NYQ
ZG,Zillow Group, Inc.,NMS
ZH,N/A,N/A
ZI,N/A,N/A
ZJ,N/A,N/A
ZK,N/A,N/A
ZL,N/A,N/A
ZM,N/A,N/A
ZN,Zion Oil & Gas Inc,NGM
ZO,N/A,N/A
ZP,N/A,PCX
ZQ,N/A,N/A
ZR,N/A,N/A
ZS,N/A,N/A
ZT,N/A,N/A
ZU,zulily, inc.,NMS
ZV,N/A,N/A
ZW,N/A,N/A
ZX,China Zenix Auto International ,NYQ
ZY,N/A,N/A
ZZ,N/A,N/A
